CustomerID,FirstName,LastName,CreditCardNumber,OrderID,PurchaseDate,DeliveryDate,ShippingClass,ProductID,Department,Category,ItemPurchased,Quantity,Price,ShippingCost,Discount,Sales,Profit,DistributionCenterID,DeliveryZipCode,HomeZipCode,TransactionStatus,City,Region,State,Country,Segment,OrderPriority,OrderReturned,OrderDeliveryDelayed,Rating,ReviewID,Friends,SharedWith,ZipCodeInSupplyChainNet,CityInSupplyChainNet,StateInSupplyChainNet,LatitudeInSupplyChainNet,LongitudeInSupplyChainNet,FacilityIDInSupplyChainNet,DistributionCenterIDInSupplyChainNet,WarehouseIDInSupplyChainNet
082-24-5346,Madisen,Padberg,xxxx-xxxx-xxxx-1755,cb195bf9-7c88-43d7-a157-43a418293b8f,Mon May 09 22:28:58 EDT 2022,Sat May 14 22:38:37 EDT 2022,Standard,CLO-SH-3832-410,Clothing,Shorts,LL Bean Shorts - Green,3,790.54,8.59,13.37,2366.84,449.69960000000003,DistributionCenter_18,10261,10261,Declined,New York,TO_BE_ADDED,NY,USA,Consumer,medium,No,No,2,,,,10261,New York,NY,40.780751,-73.977182,,DistributionCenter_18,Warehouse_6
835-76-6228,Guido,Eichmann,xxxx-xxxx-xxxx-3362,176bfa6f-f791-4a86-884d-d497850f7373,Mon May 09 22:32:50 EDT 2022,Wed May 11 22:30:00 EDT 2022,Two Day,OFF-AR-5833-458,Office Supplies,Art,Pencils - Medium Soft,5,9.12,1.39,1.33,45.66,7.7622,DistributionCenter_52,33143,33143,Approved,Miami,TO_BE_ADDED,FL,USA,Home Office,low,Yes,No,3,,628-92-9187,628-92-9187,33143,Miami,FL,25.702929,-80.29642,,DistributionCenter_52,Warehouse_16
304-96-3119,Percy,Goyette,xxxx-xxxx-xxxx-0337,1a55c58f-077b-460c-ade7-b085c18ed9d3,Mon May 09 22:40:35 EDT 2022,Sat May 14 22:29:17 EDT 2022,Standard,ELE-AC-7167-601,Electronics,Accessories,Blaze Optic Mouse,3,177.62,12.39,11.44,533.81,64.0572,DistributionCenter_25,10024,10024,Declined,New York,TO_BE_ADDED,NY,USA,Corporate,medium,No,No,2,5c58f-077b,899-44-1370;563-34-1483;854-66-2437,,10024,New York,NY,40.786387,-73.97709,,DistributionCenter_25,Warehouse_9
487-02-2009,Liliane,O'Hara,xxxx-xxxx-xxxx-7979,7dfbec90-78a2-4632-8b56-1960da34d687,Mon May 09 22:25:50 EDT 2022,Tue May 10 22:33:57 EDT 2022,Next Day,FUR-FU-9023-860,Furniture,Furnishings,Floor Lamp,2,220.74,18.11,11.14,448.45000000000005,58.29850000000001,DistributionCenter_24,10104,10104,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,High,Yes,No,1,,,,10104,New York,NY,40.760943,-73.979908,,DistributionCenter_24,Warehouse_8
546-62-4313,Alicia,Reinger,xxxx-xxxx-xxxx-8379,6804d860-6dd9-4087-af55-e552a169f809,Mon May 09 22:27:05 EDT 2022,Tue May 10 22:32:33 EDT 2022,Next Day,ELE-AC-2047-278,Electronics,Accessories,Cisco Router - Ethernet,5,138.69,12.86,11.35,694.96,27.7984,DistributionCenter_75,75284,75284,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,High,No,Yes,1,4d860-6dd9,056-93-3291;368-49-3165;482-06-8034;802-13-2138,056-93-3291;368-49-3165;482-06-8034;802-13-2138,75284,Dallas,TX,32.767268,-96.777626,,DistributionCenter_75,Warehouse_20
295-52-7447,Valentine,Heller,xxxx-xxxx-xxxx-5412,e8a801a3-c7f6-4d94-ba29-e50c19e541b4,Mon May 09 22:36:09 EDT 2022,Wed May 11 22:28:27 EDT 2022,Two Day,ELE-MA-3014-831,Electronics,Machines,StarTech Card Printer - White,5,942.8,40.72,80.82,4673.900000000001,701.085,DistributionCenter_71,75301,75301,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,low,No,No,0,801a3-c7f6,713-92-1852,713-92-1852,75301,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19
201-69-6603,Kaycee,Dietrich,xxxx-xxxx-xxxx-0720,139bd719-3226-4a22-b4a7-4b6430051b57,Mon May 09 22:28:40 EDT 2022,Sat May 14 22:37:30 EDT 2022,Standard,SPO-GO-3480-086,Sports,Golf,Golf Bag - Callaway,2,113.26,36.52,71.37,191.67000000000002,36.417300000000004, Distribution Center ID Serving this Zip Code,Zip,Zip,Approved,City,TO_BE_ADDED,State,USA,Consumer,medium,No,Yes,0,bd719-3226,,,Zip,City,State,Latitude,Longitude,Facility_ID at given Location/Zip, Distribution Center ID Serving this Zip Code,Warehouse ID supplying this Distribution Center
239-49-9754,Caterina,Kihn,xxxx-xxxx-xxxx-2060,bf44a75f-7391-4e24-bfe8-734e9f068d0c,Mon May 09 22:29:31 EDT 2022,Tue May 10 22:36:57 EDT 2022,Next Day,FUR-CH-9509-465,Furniture,Chairs,SAFCO Leather Armchair - Black,2,137.12,10.67,11.75,273.16,5.4632000000000005,DistributionCenter_90,30343,30343,Declined,Atlanta,TO_BE_ADDED,GA,USA,Home Office,low,No,Yes,3,,602-07-2705,602-07-2705,30343,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_90,Warehouse_16
304-51-2545,Ena,Daniel,xxxx-xxxx-xxxx-6907,3d61e33b-4318-4673-ad32-34a2d2085687,Mon May 09 22:28:43 EDT 2022,Wed May 11 22:38:49 EDT 2022,Two Day,SPO-AT-0583-256,Sports,Athletic Clothing,Compression Shorts - Yellow,4,48.68,19.32,10.35,203.69,4.0738,DistributionCenter_16,10014,10014,Approved,New York,TO_BE_ADDED,NY,USA,Consumer,Critical,No,No,0,,017-83-6610,017-83-6610,10014,New York,NY,40.734718,-74.00532,DistributionCenter_16,DistributionCenter_16,Warehouse_5
782-87-5855,Jimmy,Littel,xxxx-xxxx-xxxx-9295,172051db-fea4-4c32-94a3-19cfb46da502,Mon May 09 22:26:11 EDT 2022,Wed May 11 22:25:56 EDT 2022,Two Day,ELE-CO-4756-826,Electronics,Copiers,Sharp Machine - Scanner,4,571.56,24.71,21.58,2289.37,251.83069999999998,DistributionCenter_73,75239,75239,Approved,Dallas,TO_BE_ADDED,TX,USA,Corporate,Critical,No,No,2,051db-fea4,255-15-7344;891-37-8233,,75239,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20
209-65-2965,Kole,Collins,xxxx-xxxx-xxxx-8568,241b8511-54de-4d85-be24-e49f004c4d41,Mon May 09 22:29:18 EDT 2022,Tue May 10 22:33:49 EDT 2022,Next Day,GRO-SN-3011-755,Grocery,Snaks,Crackers,3,7.52,2.94,1.43,24.07,0.9628,DistributionCenter_20,10184,10184,Declined,New York,TO_BE_ADDED,NY,USA,Home Office,low,No,No,2,,551-58-1185;897-95-7506,,10184,New York,NY,40.780751,-73.977182,,DistributionCenter_20,Warehouse_7
046-79-6498,Ahmad,Macejkovic,xxxx-xxxx-xxxx-5302,0ac6c2af-09ed-4646-bf3f-38835a274322,Mon May 09 22:27:40 EDT 2022,Wed May 11 22:36:37 EDT 2022,Two Day,CLO-SH-1988-388,Clothing,Shorts,Brooks Brothers Shorts - Light Khaki,4,772.76,9.41,15.05,3085.3999999999996,154.26999999999998,DistributionCenter_12,10166,10166,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,Critical,Yes,No,0,,114-54-3100;492-48-8448;319-51-1168,492-48-8448,10166,New York,NY,40.754591,-73.976238,,DistributionCenter_12,Warehouse_4
793-91-3853,Lorenzo,Orn,xxxx-xxxx-xxxx-4112,b9c40741-fbf5-4691-8e69-9534145dc292,Mon May 09 22:26:23 EDT 2022,Sat May 14 22:30:32 EDT 2022,Standard,GRO-BE-1184-112,Grocery,Beans,Kidney Beans,2,1.17,2.44,0.61,4.17,0.37529999999999997,DistributionCenter_91,30399,30399,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,Critical,No,Yes,3,,674-38-4896;688-47-9612;760-14-5150,688-47-9612,30399,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_91,Warehouse_17
105-11-3889,Deangelo,Emard,xxxx-xxxx-xxxx-7387,4be2518d-4955-4597-8f81-a47d6cd0b30b,Mon May 09 22:34:28 EDT 2022,Tue May 10 22:39:37 EDT 2022,Next Day,FUR-CH-9224-124,Furniture,Chairs,Brite Armchair - Leg Comforter,2,136.44,10.44,11.34,271.98,2.7198,DistributionCenter_21,10286,10286,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,High,Yes,No,3,2518d-4955,235-11-1286;798-05-0387;046-10-4487;420-60-1991,046-10-4487;420-60-1991,10286,New York,NY,40.714231,-74.011895,DistributionCenter_21,DistributionCenter_21,Warehouse_7
868-07-6034,Toni,Ortiz,xxxx-xxxx-xxxx-4226,cf67113b-ca44-48e7-a236-fdc77e93ceda,Mon May 09 22:32:01 EDT 2022,Sat May 14 22:35:45 EDT 2022,Standard,SPO-AT-1567-181,Sports,Athletic Clothing,Athletic Shorts - Black,3,46.92,18.78,10.22,149.32,17.9184,DistributionCenter_52,33161,33161,Approved,Miami,TO_BE_ADDED,FL,USA,Home Office,High,No,No,4,7113b-ca44,360-45-1524;143-58-9899;104-58-1056,360-45-1524;143-58-9899;104-58-1056,33161,Miami,FL,25.893372,-80.18164,,DistributionCenter_52,Warehouse_16
118-25-2744,Trevion,Hartmann,xxxx-xxxx-xxxx-7629,0161b4ea-87d9-4052-934b-46a01e7abc7b,Mon May 09 22:28:56 EDT 2022,Tue May 10 22:34:39 EDT 2022,Next Day,ELE-CO-7516-489,Electronics,Copiers,Sharp Fax Machine - Digital,2,548.18,25.82,20.94,1101.2399999999998,132.14879999999997,DistributionCenter_71,75301,75301,Approved,Dallas,TO_BE_ADDED,TX,USA,Corporate,High,Yes,No,0,1b4ea-87d9,,,75301,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19
454-14-4930,Emie,Hills,xxxx-xxxx-xxxx-9551,b10b0e9f-52aa-4b41-8872-316b97c11555,Mon May 09 22:37:13 EDT 2022,Wed May 11 22:38:41 EDT 2022,Two Day,CLO-TS-6000-940,Clothing,TShirt,Chicago Bulls Tshirt - Red,3,32.87,3.39,8.91,93.08999999999999,0.9309,DistributionCenter_7,60630,60630,Approved,Chicago,TO_BE_ADDED,IL,USA,Consumer,medium,No,No,3,b0e9f-52aa,073-18-4932;144-08-8046;706-96-1021,073-18-4932;144-08-8046;706-96-1021,60630,Chicago,IL,41.971044,-87.75869,,DistributionCenter_7,Warehouse_3
347-09-2478,Talon,Friesen,xxxx-xxxx-xxxx-0989,f6e564dd-87bf-437c-8e48-ca7efeb508ed,Mon May 09 22:29:33 EDT 2022,Tue May 10 22:27:59 EDT 2022,Next Day,GRO-NU-1827-222,Grocery,Nuts,Walnuts,4,5.92,1.8,2.23,23.25,3.2550000000000003,DistributionCenter_89,30303,30303,Approved,Atlanta,TO_BE_ADDED,GA,USA,Home Office,Critical,Yes,Yes,2,564dd-87bf,267-24-1806;605-59-2171;384-11-5159,,30303,Atlanta,GA,33.752856,-84.39013,,DistributionCenter_89,Warehouse_16
314-49-3226,Earlene,Boyle,xxxx-xxxx-xxxx-8449,b81ae4ea-0af1-4f69-9ad8-8d7a19207a7e,Mon May 09 22:35:53 EDT 2022,Tue May 10 22:30:39 EDT 2022,Next Day,ELE-CO-7705-261,Electronics,Copiers,HP Multipurpose Laser Scanner,2,595.2,24.15,20.45,1194.1000000000001,23.882,DistributionCenter_38,90051,90051,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Home Office,High,Yes,No,4,,320-32-2198;646-15-8776;548-85-5045;704-62-7640,548-85-5045;704-62-7640,90051,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_38,Warehouse_13
295-52-7447,Valentine,Heller,xxxx-xxxx-xxxx-5412,1a665fc3-aad7-4bd7-a436-8794d9398812,Mon May 09 22:26:05 EDT 2022,Tue May 10 22:40:27 EDT 2022,Next Day,CLO-SH-1712-233,Clothing,Shorts,Gap Shorts - Navy,4,682.29,7.36,14.85,2721.67,517.1173,DistributionCenter_27,10279,10279,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,medium,No,No,3,,650-09-9449;531-48-6472;343-93-9420,650-09-9449;531-48-6472,10279,New York,NY,40.713062,-74.00857,,DistributionCenter_27,Warehouse_9
638-69-7799,Titus,Ortiz,xxxx-xxxx-xxxx-1307,ab1411db-1655-4d2a-91e2-c501f45c2397,Mon May 09 22:25:42 EDT 2022,Sat May 14 22:28:24 EDT 2022,Standard,FUR-FU-6234-292,Furniture,Furnishings,Poster Frame,1,227.68,15.34,11.46,231.56,25.4716,DistributionCenter_73,75397,75397,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,medium,No,Yes,4,,798-05-0387;599-40-7135;169-42-6572;850-09-7605,798-05-0387,75397,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20
304-51-2545,Ena,Daniel,xxxx-xxxx-xxxx-6907,96b42224-cf16-4489-9ef0-37a14b493077,Mon May 09 22:27:42 EDT 2022,Tue May 10 22:27:04 EDT 2022,Next Day,FUR-BO-3229-669,Furniture,Bookcases,Lava Classic Bookcase - PVC,3,157.15,12.59,10.88,473.16,9.4632,DistributionCenter_75,75217,75217,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,Critical,No,No,1,42224-cf16,644-01-7575,644-01-7575,75217,Dallas,TX,32.72238,-96.67582,,DistributionCenter_75,Warehouse_20
889-44-9514,Preston,McCullough,xxxx-xxxx-xxxx-1186,c13d2a60-c404-4371-a3d8-ade749adf93d,Mon May 09 22:31:41 EDT 2022,Wed May 11 22:36:22 EDT 2022,Two Day,SPO-GO-2224-500,Sports,Golf,Golf Clubs - Callaway,1,589.58,38.41,58.69,569.3000000000001,56.93000000000001,DistributionCenter_4,60608,60608,Approved,Chicago,TO_BE_ADDED,IL,USA,Home Office,low,No,No,2,,696-93-4392;882-42-1189;269-16-8111;332-65-2666,882-42-1189,60608,Chicago,IL,41.850532,-87.6699,,DistributionCenter_4,Warehouse_2
581-41-1087,Maudie,Deckow,xxxx-xxxx-xxxx-4359,3b0075e8-5d8e-44cc-9d8b-079caf7e0197,Mon May 09 22:39:05 EDT 2022,Sat May 14 22:31:46 EDT 2022,Standard,SPO-AT-0597-266,Sports,Athletic Clothing,Athletic Shirt - Blue,5,51.72,19.69,11.46,266.83000000000004,50.69770000000001,DistributionCenter_67,75216,75216,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,medium,No,No,4,075e8-5d8e,386-84-8895;347-14-0138;029-46-8754;829-32-3652,386-84-8895;029-46-8754,75216,Dallas,TX,32.710082,-96.7972,,DistributionCenter_67,Warehouse_19
085-42-6596,Mae,Batz,xxxx-xxxx-xxxx-0890,8963ba1d-42fc-463f-af5a-c93ca29d7db7,Mon May 09 22:40:06 EDT 2022,Tue May 10 22:25:43 EDT 2022,Next Day,GRO-SN-2574-185,Grocery,Snaks,Cheezits,5,3.55,2.07,1.29,18.53,2.7795,DistributionCenter_71,75264,75264,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,High,No,Yes,1,3ba1d-42fc,061-20-4328;424-64-7708;055-22-3330,424-64-7708;055-22-3330,75264,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19
533-46-0315,Raegan,Frami,xxxx-xxxx-xxxx-0488,a5092dc5-79b4-4876-8bf7-d86bdacd3c5b,Mon May 09 22:26:34 EDT 2022,Sat May 14 22:33:00 EDT 2022,Standard,FUR-TA-0815-678,Furniture,Tables,Chrom Wood Table - Rectangular,5,236.88,10.4,12.82,1181.9800000000002,200.93660000000006,DistributionCenter_14,10163,10163,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,low,No,No,4,,065-96-1102;047-70-5963,047-70-5963,10163,New York,NY,40.780751,-73.977182,,DistributionCenter_14,Warehouse_5
105-11-3889,Deangelo,Emard,xxxx-xxxx-xxxx-7387,7c7d5e32-7299-4a24-a5b8-09d9db6a0cfe,Mon May 09 22:34:13 EDT 2022,Sat May 14 22:27:42 EDT 2022,Standard,GRO-NU-8072-938,Grocery,Nuts,Almonds,2,6.67,1.96,2.78,12.52,1.3772,DistributionCenter_83,37221,37221,Approved,Nashville,TO_BE_ADDED,TN,USA,Corporate,Critical,No,No,4,,512-07-4077;000-56-7920;798-05-0387;697-98-6644,512-07-4077;798-05-0387;697-98-6644,37221,Nashville,TN,36.065032,-86.94674,DistributionCenter_83,DistributionCenter_83,Warehouse_2
407-84-7203,Hilario,Waelchi,xxxx-xxxx-xxxx-3162,f348ddb3-8e87-48cf-9af6-8f98df54091d,Mon May 09 22:36:39 EDT 2022,Sat May 14 22:35:18 EDT 2022,Standard,ELE-PH-6571-565,Electronics,Phones,Oppo F1 Series,3,685.86,8.29,16.91,2048.96,225.3856,DistributionCenter_75,75236,75236,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,medium,Yes,Yes,3,,294-66-8609;113-52-2966,294-66-8609,75236,Dallas,TX,32.685533,-96.91746,,DistributionCenter_75,Warehouse_20
347-09-2478,Talon,Friesen,xxxx-xxxx-xxxx-0989,d33a978a-0d08-48b0-b050-ef013e4d1c16,Mon May 09 22:37:48 EDT 2022,Wed May 11 22:38:44 EDT 2022,Two Day,GRO-NU-4414-817,Grocery,Nuts,Peanuts,2,6.88,1.1,2.96,11.9,1.1900000000000002,DistributionCenter_88,30370,30370,Approved,Atlanta,TO_BE_ADDED,GA,USA,Home Office,High,Yes,Yes,2,,551-58-1185,,30370,Atlanta,GA,33.844371,-84.47405,DistributionCenter_88,DistributionCenter_88,Warehouse_16
105-11-3889,Deangelo,Emard,xxxx-xxxx-xxxx-7387,7fddb9d5-ec55-4e60-9330-79e140036009,Mon May 09 22:35:27 EDT 2022,Tue May 10 22:34:18 EDT 2022,Next Day,OFF-AR-2170-014,Office Supplies,Art,Whiteboard Marker Set - 10 pcs,1,9.8,1.37,1.25,9.920000000000002,0.8928000000000001,DistributionCenter_56,33195,33195,Approved,Miami,TO_BE_ADDED,FL,USA,Home Office,Critical,Yes,No,4,db9d5-ec55,744-15-1812,,33195,Miami,FL,25.772876,-80.187019,,DistributionCenter_56,Warehouse_16
581-41-1087,Maudie,Deckow,xxxx-xxxx-xxxx-4359,2448f124-edf7-46f8-a7f0-13d519925abd,Mon May 09 22:25:52 EDT 2022,Sat May 14 22:33:52 EDT 2022,Standard,SPO-GO-3217-425,Sports,Golf,Golf Bag - Callaway,2,457.88,46.71,66.99,895.48,62.683600000000006,DistributionCenter_14,10109,10109,Approved,New York,TO_BE_ADDED,NY,USA,Consumer,High,No,Yes,1,8f124-edf7,205-79-2001;748-46-2260;062-35-9261,205-79-2001;748-46-2260,10109,New York,NY,40.780751,-73.977182,,DistributionCenter_14,Warehouse_5
454-14-4930,Emie,Hills,xxxx-xxxx-xxxx-9551,a340a262-9cd6-4e6f-a9b4-166fac1a9336,Mon May 09 22:28:08 EDT 2022,Tue May 10 22:30:20 EDT 2022,Next Day,ELE-MA-4462-027,Electronics,Machines,Epsilon Card Laser Printer - Red,4,960.66,53.29,91.94,3803.99,304.31919999999997,DistributionCenter_6,60624,60624,Declined,Chicago,TO_BE_ADDED,IL,USA,Consumer,Critical,No,No,1,,,,60624,Chicago,IL,41.879365,-87.72199,,DistributionCenter_6,Warehouse_2
176-98-9634,Vicenta,Rodriguez,xxxx-xxxx-xxxx-1417,63e1234b-36d4-4298-808b-76b8b6d611bb,Mon May 09 22:40:10 EDT 2022,Sat May 14 22:36:09 EDT 2022,Standard,OFF-BI-9451-664,Office Supplies,Binders,GBC Velo Bind Cover,4,11.92,2.55,1.64,48.589999999999996,0.4859,DistributionCenter_95,30362,30362,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,low,No,No,3,,234-34-4863;222-42-3358;818-86-2059,234-34-4863,30362,Atlanta,GA,33.891251,-84.07456,,DistributionCenter_95,Warehouse_17
563-24-0829,Tanner,Crooks,xxxx-xxxx-xxxx-3143,2c146666-a01c-47ca-9639-0d5751d5611e,Mon May 09 22:29:10 EDT 2022,Tue May 10 22:34:24 EDT 2022,Next Day,GRO-NU-8745-186,Grocery,Nuts,Almonds,5,7.55,1.11,2.22,36.64,4.0304,DistributionCenter_43,90029,90029,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Home Office,Critical,No,No,0,46666-a01c,792-89-2167,792-89-2167,90029,Los Angeles,CA,34.090259,-118.29455,,DistributionCenter_43,Warehouse_14
050-90-9211,Lorenz,Schamberger,xxxx-xxxx-xxxx-0865,f67b9f8f-45e1-4e83-a89b-980f3319fb40,Mon May 09 22:33:07 EDT 2022,Wed May 11 22:38:28 EDT 2022,Two Day,OFF-AR-3367-301,Office Supplies,Art,Office Calendar Maps,3,5.1,1.31,1.8,14.809999999999999,0.14809999999999998,DistributionCenter_19,10257,10257,Approved,New York,TO_BE_ADDED,NY,USA,Consumer,low,No,No,4,,240-81-2139;162-91-5753;043-86-4730;104-74-3529,162-91-5753;104-74-3529,10257,New York,NY,40.780751,-73.977182,DistributionCenter_19,DistributionCenter_19,Warehouse_6
725-24-6610,Dax,Jaskolski,xxxx-xxxx-xxxx-5180,9ea5d64d-d0aa-476c-9d42-6030313b39c0,Mon May 09 22:28:16 EDT 2022,Sat May 14 22:27:21 EDT 2022,Standard,ELE-AC-4574-152,Electronics,Accessories,Logitech Wireless Mouse,3,179.65,12.8,11.85,539.9,86.384,DistributionCenter_22,10179,10179,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,High,No,Yes,1,,884-60-5695;831-37-3046,884-60-5695;831-37-3046,10179,New York,NY,40.780751,-73.977182,,DistributionCenter_22,Warehouse_7
472-70-6840,Elvie,Murazik,xxxx-xxxx-xxxx-8200,f371cffe-c7fa-4d6f-a3f3-b7b308eec317,Mon May 09 22:38:43 EDT 2022,Tue May 10 22:27:39 EDT 2022,Next Day,SPO-FI-4368-381,Sports,Fitness,Basketball,2,91.9,6.94,26.68,164.06,31.171400000000002,DistributionCenter_56,33151,33151,Declined,Miami,TO_BE_ADDED,FL,USA,Corporate,High,No,No,0,1cffe-c7fa,278-96-1179,,33151,Miami,FL,25.832074,-80.20942,,DistributionCenter_56,Warehouse_16
175-60-3482,Pearlie,Kulas,xxxx-xxxx-xxxx-7602,7eb87cee-dfe8-4269-aba7-5c1491442353,Mon May 09 22:32:05 EDT 2022,Wed May 11 22:29:06 EDT 2022,Two Day,SPO-GO-3173-820,Sports,Golf,Golf Shoes - Taylormade,4,751.28,36.65,55.76,2986.0099999999998,238.8808,DistributionCenter_89,30341,30341,Approved,Atlanta,TO_BE_ADDED,GA,USA,Home Office,medium,Yes,No,3,,137-91-3040;674-49-1458;704-07-5438;471-73-3295,704-07-5438;471-73-3295,30341,Atlanta,GA,33.888102,-84.29321,,DistributionCenter_89,Warehouse_16
482-55-2470,Maiya,Bergnaum,xxxx-xxxx-xxxx-1662,8b0a465f-2089-4fd7-964a-6b4f2352774a,Mon May 09 22:33:29 EDT 2022,Wed May 11 22:40:12 EDT 2022,Two Day,FUR-FU-5867-688,Furniture,Furnishings,Howard Round Wall Clock,1,285.07,18.25,11.87,291.45,23.316,DistributionCenter_95,30319,30319,Declined,Atlanta,TO_BE_ADDED,GA,USA,Corporate,High,No,No,4,,745-87-1495;460-73-1507,460-73-1507,30319,Atlanta,GA,33.872053,-84.33611,DistributionCenter_95,DistributionCenter_95,Warehouse_17
835-76-6228,Guido,Eichmann,xxxx-xxxx-xxxx-3362,3ce5fcde-0cec-4b56-96ef-fba1d62eb62b,Mon May 09 22:30:37 EDT 2022,Wed May 11 22:27:35 EDT 2022,Two Day,CLO-SH-6660-450,Clothing,Shorts,Brooks Brothers Shorts - Light Khaki,2,637.45,11.04,12.55,1273.39,140.0729,DistributionCenter_93,31192,31192,Approved,Atlanta,TO_BE_ADDED,GA,USA,Home Office,medium,No,Yes,1,,247-86-3567;257-79-3947;506-59-6286;179-56-6434,179-56-6434,31192,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_93,Warehouse_17
272-76-0497,Neil,Sipes,xxxx-xxxx-xxxx-2367,bb646c4a-f8a4-41f2-a8ee-166493952df7,Mon May 09 22:28:52 EDT 2022,Tue May 10 22:37:53 EDT 2022,Next Day,OFF-AR-3462-412,Office Supplies,Art,Office Calendar Maps,4,6.95,1.33,1.68,27.450000000000003,0.8235,DistributionCenter_66,75210,75210,Declined,Dallas,TO_BE_ADDED,TX,USA,Home Office,High,No,No,3,,355-25-0349;535-95-3418,,75210,Dallas,TX,32.77103,-96.74732,,DistributionCenter_66,Warehouse_19
804-93-2276,Dixie,Stamm,xxxx-xxxx-xxxx-8273,c2ed17fe-90a6-496d-a02f-052e08291cbf,Mon May 09 22:34:25 EDT 2022,Wed May 11 22:32:54 EDT 2022,Two Day,ELE-MA-0770-381,Electronics,Machines,Konica Inkjet - White,2,907.14,47.14,54.74,1806.68,72.2672,DistributionCenter_77,75227,75227,Declined,Dallas,TO_BE_ADDED,TX,USA,Consumer,High,No,No,4,d17fe-90a6,,,75227,Dallas,TX,32.77003,-96.69,,DistributionCenter_77,Warehouse_21
039-63-0004,Pink,Corwin,xxxx-xxxx-xxxx-8879,6b99ad00-d28f-4f23-9349-f1f6df97f8e3,Mon May 09 22:37:43 EDT 2022,Tue May 10 22:30:32 EDT 2022,Next Day,CLO-SH-0528-456,Clothing,Shorts,Gap Shorts - Khaki,2,516.84,7.76,17.14,1024.3000000000002,163.88800000000003,DistributionCenter_46,90004,90004,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Consumer,Critical,No,No,0,9ad00-d28f,021-26-6782,,90004,Los Angeles,CA,34.07711,-118.30755,,DistributionCenter_46,Warehouse_14
000-98-0895,Nola,Bergstrom,xxxx-xxxx-xxxx-4914,0497b8d6-5c77-4965-86d6-c8697e9b1d7d,Mon May 09 22:34:49 EDT 2022,Tue May 10 22:40:21 EDT 2022,Next Day,ELE-AC-4654-815,Electronics,Accessories,Samsonite Electronic Wrist Watch,1,190.97,12.9,10.84,193.03,7.7212000000000005,DistributionCenter_23,10001,10001,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,High,No,No,2,,651-15-6973;597-44-3804;811-27-0329;851-39-9287,851-39-9287,10001,New York,NY,40.750742,-73.99653,,DistributionCenter_23,Warehouse_8
039-76-5990,Leonardo,Auer,xxxx-xxxx-xxxx-9986,cdd5479d-ab35-47c4-9ffe-e5a47c4e1c50,Mon May 09 22:38:18 EDT 2022,Wed May 11 22:34:32 EDT 2022,Two Day,OFF-AP-6141-171,Office Supplies,Appliances,Philips Refrigerator - Blue,2,395.16,25.61,24.52,791.4100000000001,31.656400000000005,DistributionCenter_58,33157,33157,Approved,Miami,TO_BE_ADDED,FL,USA,Corporate,Critical,No,No,0,,711-45-9517;684-92-6779;432-29-1141,,33157,Miami,FL,25.606583,-80.34859,DistributionCenter_58,DistributionCenter_58,Warehouse_17
868-07-6034,Toni,Ortiz,xxxx-xxxx-xxxx-4226,2c3cc477-1668-41e2-8a28-6f422e3ff9f8,Mon May 09 22:26:34 EDT 2022,Wed May 11 22:32:18 EDT 2022,Two Day,GRO-SN-8825-776,Grocery,Snaks,Crackers,4,6.73,2.84,1.67,28.09,2.5281,DistributionCenter_33,2102,2102,Declined,Boston,TO_BE_ADDED,MA,USA,Home Office,High,Yes,No,0,cc477-1668,,,2102,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11
